Order name,Day,Shipping region,Shipping city,Total sales (last click),First order referring channel,Order UTM campaign,Referring channel,UTM campaign name,Notes,Found on shopify or zoho
#84032,18/08/2026,Karnataka,Bengaluru,17946.9,facebook,,facebook,,,zoho sales iq
#84046,18/08/2026,Kerala,Ernakulam,5694.15,Google Search Engine,,Google Search Engine,,,zoho sales iq
#84026,18/08/2026,Karnataka,Bengaluru,4334.15,direct,,direct,,,zoho sales iq
#84040,18/08/2026,Tamil Nadu,Erode,26358.9,google,pmaxlightingnc_16828666790,direct,,,zoho sales iq
#84034,18/08/2026,Haryana,Gurugram,2399,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,zoho sales iq
#84038,18/08/2026,Tamil Nadu,Erode,23188.52,google,pmaxlightingnc_16828666790,direct,,,zoho sales iq
#84031,18/08/2026,Telangana,Hyderabad,4839.15,direct,,direct,,,zoho sales iq
#84065,19/08/2026,Maharashtra,"Hinjawadi, Pune",20877.3,google,Search_Brand_18098202173,direct,,,zoho sales iq
#84058,19/08/2026,Maharashtra,Mumbai,5309.1,google,LightingShopping_21285710791,direct,,,zoho sales iq
#84061,19/08/2026,Odisha,Bhubaneswar,10978.2,direct,,bing,,,zoho sales iq
#83259,19/08/2026,Uttar Pradesh,Greater Noida,1018.86,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,zoho sales iq
#84078,19/08/2026,Gujarat,Gandhinagar,18396,direct,,direct,,,zoho sales iq
#84057,19/08/2026,Haryana,Gurugram,6118.2,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84069,19/08/2026,West Bengal,Kolkata,4599,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84068,19/08/2026,Maharashtra,Nagpur,5799,google,BrandShopping_23291591904,google,BrandShopping_23291591904,,shopify
#84059,19/08/2026,Maharashtra,Navi Mumbai,13499,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84077,19/08/2026,Uttar Pradesh,Noida,6399,google,,google,,,shopify
#84066,19/08/2026,Kerala,"Kochi, Ernakulam",6199,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#84072,19/08/2026,Maharashtra,Pune,5759.1,google,,google,,,shopify
#84070,19/08/2026,Karnataka,Bangalore,6599,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84056,19/08/2026,Maharashtra,Nashik,10599,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#84081,19/08/2026,Maharashtra,Mumbai,5129.1,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84080,19/08/2026,Karnataka,Hubli,13398,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84062,19/08/2026,West Bengal,Kolkata,7198,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84075,19/08/2026,Maharashtra,Jalgaon,11398,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84079,19/08/2026,Kerala,TRIVANDRUM,44814.6,direct,,direct,,,zoho sales iq
#84076,19/08/2026,Uttar Pradesh,Gorakhpur,12327.3,google,Search_Brand_18098202173,direct,,,zoho sales iq
#84071,19/08/2026,Goa,Calangute,25469.1,direct,,direct,,,zoho sales iq
#84060,19/08/2026,Karnataka,Bengaluru,10197.45,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84074,19/08/2026,Goa,Mhapusa,43090.45,direct,,direct,,,zoho sales iq
#84067,19/08/2026,Karnataka,Bangalore,25469.1,facebook,041126_advantage catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,041126_advantage catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#84103,20/08/2026,Karnataka,Mysuru,7469.1,google,lightingsearchaimax_15393315826,direct,,,zoho sales iq
#84101,20/08/2026,Karnataka,Mysuru,8299,google,LightingSearchaimax_15393315826,google,LightingSearchaimax_15393315826,,zoho sales iq
#84094,20/08/2026,Delhi,Delhi,4599,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84086,20/08/2026,West Bengal,Kolkata,2899,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84093,20/08/2026,Odisha,Puri,8599,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84104,20/08/2026,Gujarat,Shantigram,22768.1,google,,google,,,shopify
#84091,20/08/2026,Karnataka,Bengaluru,11699,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84096,20/08/2026,Assam,Guwahati,3149.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84102,20/08/2026,Karnataka,Bengaluru,24469.2,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84089,20/08/2026,Haryana,Gurugram,9998,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,,shopify
#84084,20/08/2026,Delhi,New Delhi,7799,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,,shopify
#84088,20/08/2026,Delhi,New Delhi,5483.7,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84087,20/08/2026,Telangana,Hyderabad,6499,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84083,20/08/2026,Karnataka,Doddathoguru,8299,instagram,041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84105,20/08/2026,Delhi,New Delhi,20499,instagram,,instagram,,,shopify
#84097,20/08/2026,Delhi,New Delhi,10284.15,google,search_brand,google,search_brand,,zoho sales iq
#84095,20/08/2026,Maharashtra,Raigad,3698,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,zoho sales iq
#84098,20/08/2026,Rajasthan,"Haldiram Pyau, Bikaner",8826.35,Tata,,Tata,,,zoho sales iq
#84100,20/08/2026,Delhi,New Delhi,17423.3,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84099,20/08/2026,Karnataka,Bengaluru,10454.15,google,bestsellersdemandgen_23697546917,google,bestsellersdemandgen_23697546917,,zoho sales iq
#84085,20/08/2026,Goa,"Mapusa, Guirim",9698,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,zoho sales iq
#84092,20/08/2026,Karnataka,Bengaluru,20336.4,direct,,google,,,zoho sales iq
#84090,20/08/2026,Karnataka,Bangalore,56621.25,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84117,21/08/2026,Telangana,Narsingi,5599,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84116,21/08/2026,Bihar,Goraul vaishali bihar,9999,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84114,21/08/2026,Karnataka,Koralur,3619,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84115,21/08/2026,Maharashtra,Ahmed Nagar,3999,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84113,21/08/2026,Arunachal Pradesh,Naharlagun,10889.1,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84108,21/08/2026,Uttar Pradesh,Noida,10439.1,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84111,21/08/2026,Maharashtra,Mumbai,14998,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,zoho sales iq
#84110,21/08/2026,Delhi,New Delhi,27838.4,google,pmaxbleeders_20714640181,google,pmaxbleeders_20714640181,,zoho sales iq
#84109,21/08/2026,Haryana,Panchkula,10798,direct,,direct,,,zoho sales iq
#84106,21/08/2026,Telangana,Hyderabad,67996.6,,,,,,zoho sales iq
#84107,21/08/2026,Karnataka,Bengaluru,7019.1,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,zoho sales iq
#84112,21/08/2026,Karnataka,Bangalore,19804.15,google,pmaxbleeders_20714640181,google,pmaxbleeders_20714640181,,zoho sales iq
#84119,22/08/2026,Delhi,Delhi,6199,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84118,22/08/2026,Haryana,Panipat,2629.1,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84120,22/08/2026,Uttar Pradesh,Ghaziabad,17996.4,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84121,22/08/2026,Tamil Nadu,Chennai,13447,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84122,22/08/2026,Karnataka,Bangalore,12418.2,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84123,22/08/2026,Maharashtra,Mumbai,21078.3,direct,,direct,,,zoho sales iq
#84125,22/08/2026,Haryana,Gurgaon,5758.2,google,LightingSearchaimax_15393315826,google,LightingSearchaimax_15393315826,,shopify
#84124,22/08/2026,Haryana,Kalka,13612,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84126,22/08/2026,Tamil Nadu,Erode,9854.02,Tata,,Tata,,,zoho sales iq
#84127,22/08/2026,Tamil Nadu,Chennai,5410,google,,google,,,zoho sales iq
#84129,22/08/2026,Andhra Pradesh,Gudivada,2399,direct,,direct,,,zoho sales iq
#84130,22/08/2026,Tamil Nadu,Chennai,3149.1,google,BrandShopping_23291591904,direct,,,zoho sales iq
#84128,22/08/2026,Uttarakhand,Dehradun,4724.25,,,,,,zoho sales iq
#84131,22/08/2026,Punjab,Mohali,22678,Tata,,Tata,,,zoho sales iq
#84132,22/08/2026,Tamil Nadu,Chennai,13858.2,facebook,,facebook,,,zoho sales iq
#84134,22/08/2026,Arunachal Pradesh,Roing,9799,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84133,22/08/2026,Karnataka,Bangalore,19632.45,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84135,22/08/2026,Haryana,GURUGRAM,4250,Tata,,Tata,,,zoho sales iq
#84136,22/08/2026,Telangana,Kokapet,5531.8,google,"shoppingindexdecor_23361314596
",google,"shoppingindexdecor_2336131459
",,zoho sales iq
#84137,22/08/2026,Telangana,Nallagandla,29095,google,lightingshopping_21285710791,direct,,,zoho sales iq
#84138,22/08/2026,Odisha,Kendrapara,8699,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84139,22/08/2026,Gujarat,Ahemdabad,20792,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84140,22/08/2026,Rajasthan,Kota,6969.15,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,Facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#84141,22/08/2026,Maharashtra,Mumbai,6499,Google,BrandShopping_23291591904,google,BrandShopping_23291591904,,zoho sales iq
#84144,22/08/2026,Karnataka,Bengaluru,3419.1,Google,ShoppingIndexdecor_23361314596,direct,,,zoho sales iq
#84145,22/08/2026,Haryana,Gurgaon,9178.2,Google,Search_Brand_18098202173,google,Search_Brand_18098202173,,zoho sales iq
#84142,22/08/2026,Rajasthan,Udaipur,62807.35,Google,pmaxbleeders_20714640181,google,pmaxbleeders_20714640181,,zoho sales iq
#84143,22/08/2026,Haryana,Gurgaon,4844.15,Google,pmaxbleeders_20714640181,google,pmaxbleeders_20714640181,,zoho sales iq
#84147,22/08/2026,Karnataka,Bengaluru,2899.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84146,22/08/2026,Uttar Pradesh,Noida,5799,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84148,22/08/2026,Maharashtra,Mumbai,18087.3,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84151,22/08/2026,Rajasthan,Jaipur,6839.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84150,22/08/2026,Maharashtra,Mumbai,5219.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84149,22/08/2026,Gujarat,Ahmedabad,8867,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84152,23/08/2026,Chhattisgarh,Jagdalpur,2179,google,ShoppingIndexdecor_23361314596,direct,,,zoho sales iq
#84154,23/08/2026,Odisha,Rourkela,35699,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84153,23/08/2026,Karnataka,Chikkakannalli,2989.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,zoho sales iq
#84155,23/08/2026,Telangana,Hyderabad,6029.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84156,23/08/2026,Haryana,Gurugram,6299.1,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84158,23/08/2026,Karnataka,Bengaluru,6998,google,LightingShopping_21285710791,direct,,,zoho sales iq
#84157,23/08/2026,Assam,Jorhat,4399,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84161,23/08/2026,Telangana,Hyderabad,9089.1,Bing,,direct,,,zoho sales iq
#84160,23/08/2026,Karnataka,Bengaluru,30696,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84159,23/08/2026,Karnataka,Bangalore,2699,google,BestsellerVideos,google,BestsellerVideos,,shopify
#84162,23/08/2026,Maharashtra,Mumbai,19197.6,google,lightingshopping_21285710791,direct,,,zoho sales iq
#84164,23/08/2026,Goa,SOUTH GOA,12298,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84165,23/08/2026,Andhra Pradesh,..Koyyalagudem,23217.3,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84163,23/08/2026,Bihar,Biharsharif,7559.1,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84166,23/08/2026,Madhya Pradesh,Indore,14307.3,direct,,direct,,,zoho sales iq
#84167,23/08/2026,Maharashtra,Satara,5039.1,google,PMaxLightingNC_16828666790,direct,,,zoho sales iq
#84168,23/08/2026,Delhi,New Delhi,7918.2,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84169,23/08/2026,West Bengal,Durgapur,13858.2,facebook,,direct,,,zoho sales iq
#84170,23/08/2026,Delhi,New Delhi,3149.1,google,PMaxLightingNC_16828666790,direct,,,zoho sales iq
#84171,23/08/2026,Kerala,Eranakulam,6087.6,google,ShoppingIndexdecor_23361314596,direct,,,zoho sales iq
#84172,23/08/2026,Maharashtra,Mumbai,25469.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84173,23/08/2026,Tamil Nadu,Chennai,3419.1,google,ShoppingIndexdecor_23361314596,razorpay,,,shopify
#84174,23/08/2026,West Bengal,Kolkata,25196.4,google,,google,,,shopify
#84201,24/08/2026,Karnataka,Bengaluru,5939.1,google,Search_Brand_18098202173,direct,,,zoho sales iq
#84176,24/08/2026,Karnataka,"Sarjapura, Bangalore",7739.1,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#84207,24/08/2026,Telangana,Kokapet,8547.3,direct,,direct,,,zoho sales iq
#84181,24/08/2026,Maharashtra,Pune waked,24897,direct,,direct,,,zoho sales iq
#84190,24/08/2026,Chhattisgarh,Raipur,26199,pmaxlightingnc30092023,google,direct,,,zoho sales iq
#84209,24/08/2026,Goa,Goa,15748.2,google,pmaxlightingnc,google,pmaxlightingnc,,zoho sales iq
#84206,24/08/2026,Tamil Nadu,Chennai,10078.2,google,LightingShopping_21285710791,direct,,,zoho sales iq
#84182,24/08/2026,West Bengal,Durgapur,7799,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,facebook,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84180,24/08/2026,Karnataka,Bengaluru,6569.1,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84192,24/08/2026,Rajasthan,Ajmer,9898.2,google,Search_Brand_18098202173,direct,,,shopify
#84202,24/08/2026,Karnataka,Bengaluru,5849.1,direct,,google,LightingShopping_21285710791,,shopify
#84195,24/08/2026,Karnataka,Bangalore,4498.2,google,shoppingindexdecor_23361314596,google,shoppingindexdecor_23361314596,,shopify
#84215,24/08/2026,Himachal Pradesh,Dharamshala,5598,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84189,24/08/2026,West Bengal,kolkata,7198,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84175,24/08/2026,Jammu and Kashmir,Jammu,5849.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84184,24/08/2026,Karnataka,Bengaluru,4499.1,google,BrandShopping_23291591904,google,BrandShopping_23291591904,,shopify
#84198,24/08/2026,Kerala,THRISSUR DISTRICT,15299.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84196,24/08/2026,Maharashtra,Nagpur,5799,,,,,,zoho sales iq
#84183,24/08/2026,Jammu and Kashmir,Srinagar,14998,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84194,24/08/2026,Haryana,Karnal,25555.5,google,DecorShopping,google,DecorShopping,,shopify
#84216,24/08/2026,Meghalaya,Tura,3799,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84214,24/08/2026,Goa,Vodlemol Cacora,65793,instagram,,instagram,,,shopify
#84211,24/08/2026,Telangana,Hyderabad,11798,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,instagram,060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384,,shopify
#84197,24/08/2026,Karnataka,Bangalore,4499.1,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84179,24/08/2026,Rajasthan,Jaipur,10312.82,Tata,,Tata,,,zoho sales iq
#84205,24/08/2026,Maharashtra,"Amravati,",8498.3,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#84208,24/08/2026,West Bengal,Newtown Kolkata,15384.15,facebook,081226_prospecting_decor&lighting_cbo_sales_evergreen_120246622751400384,facebook,081226_prospecting_decor&lighting_cbo_sales_evergreen_120246622751400384,,zoho sales iq
#84187,24/08/2026,Uttarakhand,Dehradun,7370,nykaa,,nykaa,,,zoho sales iq
#84199,24/08/2026,Uttar Pradesh,Greater Noida,45433.6,facebook,041126_advantage,facebook,041126_advantage,,zoho sales iq
#84193,24/08/2026,Gujarat,Ahmedabad,4588.3,google,search_brand_18098202173,google,search_brand_18098202173,,zoho sales iq
#84203,24/08/2026,Chandigarh,Chandigarh,3738.3,google,lightingshopping_21285710791,google,lightingshopping_21285710791,,zoho sales iq
#84186,24/08/2026,Uttarakhand,Dehradun,7937,nykaa,,nykaa,,,zoho sales iq
#84191,24/08/2026,Karnataka,Bangalore,22316,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#84188,24/08/2026,Haryana,Gurugram,8638.2,google,shoppingindexdecor_23361314596,google,shoppingindexdecor_23361314596,,zoho sales iq
#84212,24/08/2026,Odisha,Bhubaneswar,8199,facebook,,facebook,,,zoho sales iq
#84200,24/08/2026,Tamil Nadu,"KANNIYAKUMARI,",6999,Amazon,,Amazon,,,zoho sales iq
#84210,24/08/2026,Maharashtra,Mumbai,4249.15,facebook,,facebook,,,zoho sales iq
#84204,24/08/2026,Karnataka,Bengaluru,12577.45,google,,google,,,zoho sales iq
#84213,24/08/2026,Odisha,Bhubaneswar,8199,google,Search_Brand_18098202173,direct,,,zoho sales iq
#84177,24/08/2026,Haryana,Gurugram,1801.1,google,,google,,,zoho sales iq
#84224,25/08/2026,Delhi,Delhi,10889.1,google,LightingShopping_21285710791,direct,,,zoho sales iq
#84242,25/08/2026,Punjab,Nabha,3419.1,google,ShoppingIndexdecor_23361314596,direct,,,zoho sales iq
#84222,25/08/2026,Telangana,Hyderabad,6479.1,direct,,direct,,,zoho sales iq
#84241,25/08/2026,Gujarat,Ahmedabad,6299.1,google,LightingSearchaimax,direct,,,zoho sales iq
#84230,25/08/2026,Goa,Goa,16998,direct,,direct,,,zoho sales iq
#84237,25/08/2026,Maharashtra,Mumbai,2399,direct,,direct,,,zoho sales iq
#84240,25/08/2026,Haryana,Gurgaon,4499.1,google,search_brand_18098202173,google,search_brand_18098202173,,zoho sales iq
#84217,25/08/2026,Goa,MARGAO,5998,direct,,direct,,,zoho sales iq
#84239,25/08/2026,Himachal Pradesh,Shalogra,5799,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84232,25/08/2026,Maharashtra,Thane,29995,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84223,25/08/2026,Tamil Nadu,Chinna Chokikulam,9089.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84238,25/08/2026,Gujarat,"Bakrol, Anand",9539.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84225,25/08/2026,Delhi,Delhi,17819.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84220,25/08/2026,Gujarat,Ahmedabad,2359.1,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84233,25/08/2026,Maharashtra,Dhule,15299.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84218,25/08/2026,Haryana,Gurgaon,8798,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84235,25/08/2026,Maharashtra,Thane,6098,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84234,25/08/2026,Tamil Nadu,Greater Chennai,14616.6,direct,,direct,,,zoho sales iq
#84227,25/08/2026,Tamil Nadu,Chennai,15300,,,,,,zoho sales iq
#84226,25/08/2026,Haryana,Faridabad,7999.2,direct,,direct,,,zoho sales iq
#84219,25/08/2026,Chhattisgarh,Raipur,1999.1,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,zoho sales iq
#84221,25/08/2026,Tamil Nadu,Chembarambakkam,22269.15,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,facebook,041126_advantage+catalog_lighting_cbo_asc_evergreen_120241545010470384,,zoho sales iq
#84264,26/08/2026,Maharashtra,Vasai-Virar,3149.1,google,LightingShopping_21285710791,direct,,,shopify
#84273,26/08/2026,Maharashtra,Pune,5849.1,google,Search_Brand_18098202173,direct,,,shopify
#84274,26/08/2026,Gujarat,Ahmadabad,18599,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,facebook,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
#84260,26/08/2026,Maharashtra,Pune,14448.3,,,,,,zoho sales iq
#84261,26/08/2026,Punjab,Ludhiana,39997,google,pmaxlightingnc_16828666790,google,pmaxlightingnc_16828666790,,shopify
#84248,26/08/2026,Karnataka,dharwad,14397,google,BrandShopping_23291591904,google,BrandShopping_23291591904,,shopify
#84270,26/08/2026,Haryana,Gurugram,3599,google,ShoppingIndexdecor_23361314596,google,ShoppingIndexdecor_23361314596,,shopify
#84253,26/08/2026,Karnataka,Bengaluru,18897.3,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84245,26/08/2026,Maharashtra,Mumbai,25469.1,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84271,26/08/2026,Delhi,New Delhi,6998,google,Pmaxbleeders_20714640181,google,Pmaxbleeders_20714640181,,shopify
#84259,26/08/2026,Punjab,Ludhiana,31498,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#84254,26/08/2026,Tamil Nadu,Chennai,7499,direct,,direct,,,shopify
#84255,26/08/2026,Telangana,Hyderabad,4999,google,LightingShopping_21285710791,google,LightingShopping_21285710791,,shopify
#84267,26/08/2026,Bihar,Pahetiya,27495,google,PMaxLightingNC_16828666790,google,PMaxLightingNC_16828666790,,shopify
#84269,26/08/2026,Haryana,Rewari,36521.1,google,Search_Brand_18098202173,google,Search_Brand_18098202173,,shopify
#84244,26/08/2026,Maharashtra,Pune,5399.1,direct,,google,,,shopify
#84247,26/08/2026,Uttar Pradesh,Kalli Pashchim,13612,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,instagram,081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384,,shopify
#84263,26/08/2026,Karnataka,Bengaluru,5483.7,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,instagram,041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384,,shopify
