"Landing page type","Landing page path","UTM source","UTM campaign","Referrer source","Sessions","Pageviews","Conversion rate","Sessions that completed checkout","Sessions that reached checkout","Sessions with cart additions"
"Product","/products/spotlight-bedroom-hanging-light-white","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/nature-s-color-infinity-rose-bouquet","google","LightingSearchaimax","direct",1,1,0,0,0,0
"Product","/products/wolke-golden-metallic-table-lamp-with-white-shade","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/modern-nordic-style-white-ceramic-table-lamp-with-blue-shade","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/half-body-ceramic-brown-sculpture",,,"direct",1,1,0,0,0,0
"Product","/products/cupola-rattan-hanging-lamp-beige","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/spotlight-bedroom-hanging-light-black","google","BestsellersDemandGen_23697546917","direct",1,1,0,0,0,0
"Product","/products/golden-modern-metal-glass-wall-sconce","bing","PmaxLightingBing","direct",1,1,0,0,0,0
"Product","/products/ginara-outdoor-wall-light",,,"unknown",1,1,0,0,0,0
"Product","/products/danish-glass-ball-chandelier-smoky","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/minimalist-round-ball-metal-wall-light-white","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/handwoven-sunbeam-bamboo-light-beige",,,"social",1,1,0,0,0,0
"Product","/products/savour-brass-masala-box","google","BestsellerVideos","search",1,1,0,0,0,0
"Product","/products/modern-gradient-glass-pendant-lamp","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/luna-meraki-ceramic-jar",,,"social",1,1,0,0,0,0
"Product","/products/pleated-empire-softback-lamp-shade-off-white","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/tropical-rattan-pendant-lamp","chatgpt.com","openai_catalog","direct",1,1,0,0,0,0
"Product","/products/ambit-muuto-pendant-lamp-black","google","LightingShopping_21285710791","search",1,1,0,0,0,0
"Collection","/collections/home-decor-products-in-mumbai",,,"direct",1,1,0,0,0,0
"Product","/products/vintage-dome-shade-pendant-lighting","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/cinnamon-glossy-cream-ceramic-table-lamp","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/ren-woven-wall-light-white","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/long-chic-pendant-light-black","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/mini-domed-metal-wall-lamp-black","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/modern-boxy-outdoor-gate-light-black",,,"social",1,1,0,0,0,0
"Product","/products/industrial-style-metal-hanging-pendant-light","google","LightingSearchaimax_15393315826","search",1,1,0,0,0,0
"Product","/products/neoport-luxury-oval-chandelier","ig","081226_Prospecting_Decor","direct",1,1,0,0,0,0
"Product","/products/aska-metal-floor-lamp-beige","th","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","unknown",1,1,0,0,0,0
"Product","/products/braided-bamboo-pendant-lamp","google","Pmaxbleeders_20714640181","search",1,1,0,0,0,0
"Product","/products/contour-wave-ceramic-vase-rust-orange","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/umberin-terracotta-vase-medium","fb","090226_Advantage+Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","social",1,1,0,0,0,0
"Product","/products/sunshine-mixed-dried-flowers-bouquet",,,"direct",1,1,0,0,0,0
"Product","/products/jasmine-glass-hanging-light-smoky","fb","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/primordial-black-ceramic-vase",,,"direct",1,1,0,0,0,0
"Product","/products/turkish-ceramic-vase-cylinder-shape","fb","072926_Advantage+Catalog_Terracotta_Decor_CBO_ASC_Evergreen_120246907043390384","social",1,1,0,0,0,0
"Product","/products/droplet-5-light-round-cluster-pendant-light-with-black-ceiling-plate",,,"social",1,1,0,0,0,0
"Collection","/collections/vases/glass-vases",,,"social",1,1,0,0,0,0
"Product","/products/dome-hanging-light-black",,,"social",1,1,0,0,0,0
"Product","/products/noak-striped-ceramic-vase-green-white","google","ShoppingIndexdecor_23361314596","search",1,1,0,0,0,0
"Product","/products/sabaah-brass-vase-medium",,,"search",1,1,0,0,0,0
"Product","/products/decorative-rounded-grey-glass-crystal-pendant-lamp","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/brilho-metal-lantern-small",,,"direct",1,1,0,0,0,0
"Product","/products/gerrit-wall-light-gold","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Collection","/collections/home-decor-products-in-chhattisgarh",,,"direct",1,1,0,0,0,0
"Product","/products/crest-wooden-table-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/bungalow-open-outdoor-wall-light-black","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/flying-saucer-pendant-light-white","bing","PmaxLightingBing","unknown",1,1,0,0,0,0
"Product","/products/outdoor-wall-lamp-brown",,,"search",1,1,0,0,0,0
"Product","/products/classical-outdoor-gate-light-black","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/lumo-black-floor-lamp-base","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/midas-rim-glass-vase",,,"direct",1,1,0,0,0,0
"Product","/products/macaron-loft-led-ceiling-light-yellow","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/pumpkin-outdoor-pendant-light-large","google","PMaxLightingNC_16828666790","search",1,1,0,0,0,0
"Product","/products/tiered-marble-hanging-light-green","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/morocco-outdoor-wall-light-small","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/nordic-oval-pendant-light","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/geometrical-decorative-hanging-wall-basket",,,"direct",1,1,0,0,0,0
"Product","/products/sputnik-multi-light-wall-sconce","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/portico-outdoor-wall-light-glass","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/nordic-style-single-pendant-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/linen-fabric-barrel-lamp-shade-black",,,"search",1,1,0,0,0,0
"Product","/products/menhir-white-ceramic-vase-large","google","ShoppingIndexdecor_23361314596","direct",1,1,0,0,0,0
"Product","/products/cosmos-terracotta-vase-small","google","BrandShopping_23291591904","direct",1,1,0,0,0,0
"Product","/products/decorative-pendant-lamp-cylindrical",,,"direct",1,1,0,0,0,0
"Product","/products/evald-ceramic-table-lamp","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/vega-outdoor-wall-lamp-large","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/danish-glass-ball-chandelier-smoky","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/lima-outdoor-wall-sconce-large","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/ravenclay-terracotta-vase-small","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","direct",1,1,0,0,0,0
"Product","/products/woven-stripe-cylinder-pendant-lamp",,,"search",1,1,0,0,0,0
"Product","/products/olemi-pendant-lamp-orange-purple-white","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/gorrsen-led-linear-chandelier-gold","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/sabon-ceramic-decorative-object-white-open-box",,,"direct",1,1,0,0,0,0
"Product","/products/conduit-box-wall-light-black","google","BestsellersDemandGen_23697546917","direct",1,1,0,0,0,0
"Product","/products/contemporary-led-linear-ceiling-light-gold","bing","PmaxLightingBing","unknown",1,1,0,0,0,0
"Product","/products/nordic-style-ribbed-glass-pendant-light","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/arte-illumina-pendant-light","google","Pmaxbleeders_20714640181","direct",1,1,0,0,0,0
"Product","/products/flowerpot-pendant-light-black","google","Pmaxbleeders_20714640181","search",1,1,0,0,0,0
"Product","/products/harlyn-outdoor-wall-light-black",,,"direct",1,1,0,0,0,0
"Product","/products/aura-6-light-victorian-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/crosswoven-nordic-bamboo-pendant",,,"search",1,1,0,0,0,0
"Product","/products/sputnik-6-light-chandelier-gold","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/aldo-beaded-metal-hanging-light","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/encino-modern-wall-light-gold","bing","Shopping_Search_080826_170116_524537354","search",1,1,0,0,0,0
"Product","/products/serenella-metal-table-lamp","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/encino-modern-wall-light-black",,,"social",1,1,0,0,0,0
"Product","/products/artisan-handmade-woven-bamboo-basket-beige-black",,,"search",1,1,0,0,0,0
"Product","/products/clear-glass-dome-shape-hanging-pendant-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/eros-terracotta-vase-ivory","google","ShoppingIndexdecor_23361314596","direct",1,1,0,0,0,0
"Product","/products/bezel-12-light-victorian-candle-chandelier-black","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/candied-haws-string-brass-wall-lamp",,,"social",1,1,0,0,0,0
"Product","/products/elegance-glow-chinese-style-ceramic-table-lamp-with-white-shade-red","chatgpt.com",,"unknown",1,1,0,0,0,0
"Product","/products/modern-style-brass-and-blue-wall-light",,,"unknown",1,1,0,0,0,0
"Product","/products/beige-topped-white-basket-pendant-lamp",,,"unknown",1,1,0,0,0,0
"Product","/products/sculptural-black-and-smoky-gradient-wall-lamp","bing","Shopping_Search_080826_170116_524537354","search",1,1,0,0,0,0
"Product","/products/afloat-outdoor-wall-light-black-medium","google","LightingShopping_21285710791","direct",1,1,0,0,0,0
"Product","/products/radiance-dome-shape-glass-shade-hanging-light","google","LightingShopping_21285710791","direct",1,1,0,0,0,0
"Product","/products/idania-metal-floor-lamp","facebook","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/torchbearer-outdoor-wall-sconce","th","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/nordic-water-ripple-colored-glass-cylindrical-pendant-light",,,"search",1,1,0,0,0,0
"Product","/products/elysia-12-light-crystal-chandelier","ig","022026_BOF-IndoorLighting_CBO_Sales_Creative_Testing_Evergreen_120239559269110384","direct",1,1,0,0,0,0
"Product","/products/long-wooden-wall-light-blue","bing","Shopping_Search_080826_170116_524537354","unknown",1,1,0,0,0,0
"Product","/products/woven-wall-basket-decor-large","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/maria-8-light-classic-chandelier",,,"social",1,1,0,0,0,0
"Product","/products/decanter-blue-gold-ceramic-vase-open-box",,,"search",1,1,0,0,0,0
"Product","/products/elsa-ceramic-bowl-dark-grey","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/megara-ceramic-table-lamp","IGShopping",,"social",1,1,0,0,0,0
"Product","/products/jasmine-glass-hanging-light-smoky","google","BrandShopping_23291591904","direct",1,1,0,0,0,0
"Product","/products/berkshire-pleated-5-light-round-cluster-light-with-gold-ceiling-plate",,,"social",1,1,0,0,0,0
"Collection","/collections/alabaster-collection","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/long-wooden-wall-light-yellow","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/gilded-ball-pendant-light","google","LightingShopping","direct",1,1,0,0,0,0
"Product","/products/martin-table-lamp-grey","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/vintage-peach-speckled-ceramic-mannequin-head","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/conduit-box-wall-light-gold","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/guerre-outdoor-wall-light-dark-brown",,,"social",1,1,0,0,0,0
"Product","/products/chateau-1-light-crystal-sconce","bing","PmaxLightingBing","direct",1,1,0,0,0,0
"Product","/products/lunar-crystal-wall-light","google","Pmaxbleeders_20714640181","search",1,1,0,0,0,0
"Product","/products/varna-brass-pen-holder","google","ShoppingIndexDecor","direct",1,1,0,0,0,0
"Collection","/collections/decorative-showpiece",,,"direct",1,1,0,0,0,0
"Product","/products/addis-vase-ceramic-desk-planter-pink",,,"social",1,1,0,0,0,0
"Product","/products/natural-sabai-grass-basket-pendant-lamp",,,"search",1,1,0,0,0,0
"Product","/products/vintage-green-shade-pendant-light","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/florales-glass-hanging-light",,,"direct",1,1,0,0,0,0
"Product","/products/morni-ceramic-jar-large","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/scales-ceramic-decorative-vase-grey","ig","090226_Advantage+Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","social",1,1,0,0,0,0
"Collection","/collections/new-year-lookbook",,,"social",1,1,0,0,0,0
"Product","/products/kia-metal-table-lamp","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/mist-melody-pendant-light-grey","google","LightingShopping_21285710791","search",1,1,0,0,0,0
"Product","/products/alteza-closed-wall-sconce","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Collection","/collections/chandelier-for-home",,,"direct",1,1,0,0,0,0
"Product","/products/seraphina-wall-sconce","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/3-light-gold-rectangular-ceiling-plate-medium",,,"unknown",1,1,0,0,0,0
"Product","/products/klaviyo-linear-gold-floor-lamp-with-barrel-shade-white","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/oslin-double-hanging-lights","google","BestsellerVideos","direct",1,1,0,0,0,0
"Product","/products/princely-times-black-ceramic-table-lamp",,,"direct",1,1,0,0,0,0
"Product","/products/calvino-arched-outdoor-hanging-lamp-frosted-glass-black","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/aureate-creased-decorative-tray-medium","ig","081226_Prospecting_Decor","direct",1,1,0,0,0,0
"Product","/products/aureole-marble-wall-light","google","BestsellersDemandGen_23697546917","social",1,1,0,0,0,0
"Collection","/collections/home-decor-products-in-kerala",,,"unknown",1,1,0,0,0,0
"Product","/products/ourelle-terracotta-vase-small","ig","090226_Advantage Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","direct",1,1,0,0,0,0
"Product","/products/modern-hanging-pendant-light-amber","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/ceto-2-light-brass-wall-lamp-chrome",,,"search",1,1,0,0,0,0
"Product","/products/filigree-metal-wall-light-golden","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/up-facing-outdoor-wall-light-large","chatgpt.com","openai_catalog","unknown",1,1,0,0,0,0
"Product","/products/flanco-glass-vase-large","google","ShoppingIndexdecor_23361314596","search",1,1,0,0,0,0
"Product","/products/dino-ceramic-black-figurine","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","social",1,1,0,0,0,0
"Product","/products/eclipse-1-light-wall-sconce-transparent","google","LightingShopping_21285710791","direct",1,1,0,0,0,0
"Product","/products/suvarna-brass-tray","google","ShoppingIndexdecor_23361314596","direct",1,1,0,0,0,0
"Product","/products/versailles-8-light-candle-style-chandelier",,,"search",1,1,0,0,0,0
"Product","/products/gerrit-wall-light-black","google","LightingShopping_21285710791","direct",1,1,0,0,0,0
"Product","/products/lodge-2-light-birdcage-outdoor-pole-lamp","ig","081226_Prospecting_Decor","direct",1,1,0,0,0,0
"Product","/products/volta-2-light-chandelier","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/morocco-outdoor-wall-light-small","google","BestsellerVideos","search",1,1,0,0,0,0
"Product","/products/martin-table-lamp-grey","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/modern-waterfall-round-led-chandelier","ig","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/namesake-ceramic-table-lamp-home-decor-lamps-and-lighting","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/martinelli-cono-pendant-light-black","Pinterest",,"social",1,1,0,0,0,0
"Product","/products/poppy-bamboo-pendant-lamp-black","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/industrial-black-ceramic-vase-small",,,"search",1,1,0,0,0,0
"Product","/products/horn-pendant-light-yellow",,,"direct",1,1,0,0,0,0
"Product","/products/veld-white-ceramic-vase",,,"direct",1,1,0,0,0,0
"Product","/products/trefoil-led-pendant-light-white",,,"search",1,1,0,0,0,0
"Product","/products/nebula-tower-metal-lantern-small","google","ShoppingIndexdecor_23361314596","direct",1,1,0,0,0,0
"Product","/products/blanca-pendant-light-yellow","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/alankrita-5-light-crystal-chandelier",,,"social",1,1,0,0,0,0
"Product","/products/ribbed-floral-glass-pendant-light-orange","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/bungalow-outdoor-hanging-light","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","direct",1,1,0,0,0,0
"Product","/products/onset-outdoor-hanging-light-large","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/flowerpot-pendant-light-yellow","fb","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/waldo-handwoven-sabai-grass-hanging-wall-basket-black-white-large",,,"search",1,1,0,0,0,0
"Product","/products/long-acrylic-tube-wall-light-black","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/poisha-gate-lamp","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/modern-outdoor-wall-light-black",,,"search",1,1,0,0,0,0
"Product","/products/orillia-6-light-crystal-candle-chandelier-transparent-gold","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/orb-pearl-chain-linear-light","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/gerrit-wall-light-gold","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/mead-white-ceramic-vase",,,"direct",1,1,0,0,0,0
"Product","/products/eclipse-2-light-wall-sconce-amber","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/round-ball-head-golden-wall-lamp","fb","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/condo-pendant-light-black","bing","PmaxLightingBing","direct",1,1,0,0,0,0
"Product","/products/bezel-12-light-victorian-candle-chandelier-pink","facebook","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Product","/products/velora-6-light-candle-chandelier-gold","google","LightingShopping_21285710791","direct",1,1,0,0,0,0
"Product","/products/brilho-metal-lantern-medium",,,"direct",1,1,0,0,0,0
"Product","/products/bezel-12-light-victorian-candle-chandelier-black","google","LightingShopping","direct",1,1,0,0,0,0
"Product","/products/miso-white-textured-ceramic-vase-large","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/retro-glass-flower-pendant-light-transparent","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/elissa-ceramic-vase-medium","google","ShoppingIndexdecor_23361314596","search",1,1,0,0,0,0
"Product","/products/mono-white-pendant-light","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/grove-metal-table-lamp-black","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/drum-marble-hanging-light-black","facebook","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","direct",1,1,0,0,0,0
"Collection","/collections/trumpet",,,"direct",1,1,0,0,0,0
"Product","/products/hygge-triad-metal-floor-lamp","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/thema-japandi-ceramic-vase-black","chatgpt.com",,"direct",1,1,0,0,0,0
"Product","/products/sky-stone-terracotta-vase-small","google","LightingSearchaimax","search",1,1,0,0,0,0
"Product","/products/jasmine-glass-ceiling-light","google","BestsellerVideos","social",1,1,0,0,0,0
"Product","/products/maruva-glass-hanging-light","bing","Shopping_Search_080826_170116_524537354","search",1,1,0,0,0,0
"Product","/products/cicero-outdoor-hanging-light-bronze",,,"search",1,1,0,0,0,0
"Product","/products/mini-domed-metal-wall-lamp-black","th","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/minimal-nordic-pendant-light-grey","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","social",1,1,0,0,0,0
"Collection","/collections/meetingroom",,,"direct",1,1,0,0,0,0
"Product","/products/fervor-outdoor-wall-light-gold","google","LightingShopping","direct",1,1,0,0,0,0
"Product","/products/latica-glass-hanging-light","bing","Shopping_Search_080826_170116_524537354","search",1,1,0,0,0,0
"Product","/products/seleny-metal-table-lamp","facebook","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/cruz-boutonniere",,,"direct",1,1,0,0,0,0
"Product","/products/vermilion-chic-red-embroidered-cushion-cover","google","Pmaxbleeders_20714640181","search",1,1,0,0,0,0
"Product","/products/diamond-shaped-geometric-ceramic-vase-blue","google","ShoppingIndexdecor_23361314596","search",1,1,0,0,0,0
"Product","/products/tree-brance-ceramic-vase-brown","fb","090226_Advantage+Catalog_Decor_CBO_ASC_Evergreen_120245840731820384","social",1,1,0,0,0,0
"Product","/products/fractured-grace-ceramic-sculpture","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/danish-glass-ball-chandelier-red-and-blue",,,"search",1,1,0,0,0,0
"Product","/products/dewdrop-fancy-cut-glass-trophy-table-lamp-with-beige-shade",,,"direct",1,1,0,0,0,0
"Product","/products/colten-marble-lamp-home-decor-lamps-and-lighting","google","LightingShopping_21285710791","direct",1,1,0,0,0,0
"Product","/products/monaco-donut-wall-sconce","ig","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","direct",1,1,0,0,0,0
"Product","/products/multipurpose-plam-handwoven-leaf-fan-beige",,,"direct",1,1,0,0,0,0
"Product","/products/postmodern-smoky-crystal-glass-pendant-light","chatgpt.com","openai_catalog","direct",1,1,0,0,0,0
"Product","/products/macaron-loft-led-ceiling-light-yellow","bing","Shopping_Search_080826_170116_524537354","unknown",1,1,0,0,0,0
"Product","/products/traditional-outdoor-hanging-lamp-gold","facebook","060326_BOF_Retargeting_CBO_Sales_Warm_Hot_Evergreen_120244319824490384","direct",1,1,0,0,0,0
"Product","/products/artistic-handwoven-long-hanging-lamp","ig","041126_Advantage Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/cone-pendant-light-black","bing","PmaxLightingBing","search",1,1,0,0,0,0
"Product","/products/cob-truck-wall-light-white","ig","041126_Advantage+Catalog_Lighting_CBO_ASC_Evergreen_120241545010470384","direct",1,1,0,0,0,0
"Product","/products/honeycomb-fade-concave-ceramic-vase-large","fb","081226_Prospecting_Decor&Lighting_CBO_Sales_Evergreen_120246622751400384","social",1,1,0,0,0,0
"Product","/products/brass-cast-downward-wall-light","fb",,"social",1,1,0,0,0,0
"Product","/products/lantana-designer-yellow-embroidered-cushion-cover",,,"direct",1,1,0,0,0,0
"Product","/products/ferum-metal-table-lamp","google","LightingShopping_21285710791","search",1,1,0,0,0,0
"Product","/products/borealis-marble-wall-light","bing","Shopping_Search_080826_170116_524537354","direct",1,1,0,0,0,0
"Product","/products/dual-up-down-wall-light-black",,,"search",1,1,0,0,0,0
"Product","/products/italian-glass-pendant-lamp","google","BestsellersDemandGen_23697546917","social",1,1,0,0,0,0
"Product","/products/cristobal-boutonniere","chatgpt.com",,"direct",1,1,0,0,0,0
